Unnamed: 0,cd_loc,latlong
7489,대연동 유엔로120번길 석포주차장 부근,"[35.1293383, 129.0916689]"
7490,문현동 수영로13번길 9 부근,"[35.1376105, 129.0694032]"
7491,문현동 고동골로 28 부근(횡단보도),"[35.139404, 129.0713711]"
7492,대연동 수영로346번길 16 부근(곡각지),"[35.1376615, 129.104215]"
7493,문현동 전포대로40번길 17 부근,"[35.1410413, 129.0674454]"
7494,우암동 우암로154번길 18 부근(인도),"[35.124132, 129.0808883]"
7495,남구 문현1동 고동골로72번길 부근(인도),"[35.1433993, 129.0734695]"
7496,문현동 고동골로 33 부근(횡단보도위),"[35.1399863, 129.0709705]"
7497,문현동 문현로 43-10 부근,"[35.1432517, 129.0740552]"
7498,대연동 대천사거리 주변CCTV,"[35.1850746, 129.1053979]"
7499,문현동 전포대로 78 부근(인도),"[35.1436538, 129.0671086]"
7500,대연6동 못골역 부근(인도),"[35.134597, 129.084263]"
7501,대연동 유엔로120번길 정옥생선구이 부근,"[35.1297408, 129.0908496]"
7502,문현1동 대성주유소부근,"[35.1437248, 129.0764076]"
7503,문현동 수영로39번길 41 부근,"[35.1387538, 129.0759204]"
7504,용호동 이기대공원로 장수두부 부근(도로가운데주차),"[35.1241037, 129.1144762]"
7505,문현동 전포대로 금융타운부동산 부근(인도),"[35.1382176, 129.0672099]"
7506,문현동 문현금융로 16 부근,"[35.1440919, 129.0650644]"
7507,문현동 수영로49번길 5 부근(인도),"[35.1366137, 129.0732691]"
7508,용당동 신선로 436-12 부근,"[35.117646, 129.0950305]"
7509,대연동 용소로13번길 미스사이공 부근,"[35.1382873, 129.1040936]"
7510,감만동 양지골로 국제아파트 부근(횡단보도),"[35.1223115, 129.0851978]"
7511,문현동 지게골로 39 부근(교차로모퉁이),"[35.1357966, 129.0701541]"
7512,대연동 수영로325번길 에이스부동산 부근,"[35.1325904, 129.1002279]"
7513,문현2동 무지개다리 부근(횡단보도위),"[35.142535, 129.064253]"
7514,대연동 유엔평화로13번길 23 부근(횡단보도),"[35.1339478, 129.0933906]"
7515,문현동 전포대로 세신함석공업사 부근,"[35.1393056, 129.068023]"
7516,대연동 수영로 244 부근,"[35.1349345, 129.0933193]"
7517,문현동 문현금융로 7-2 부근,"[35.1472297, 129.0657929]"
7518,대연동 수영로 360 현대자동차 부근(인도),"[35.1392172, 129.10495]"
7519,대연동 수영로 345 힐스테이트푸르지오 부근,"[35.138647, 129.1024086]"
7520,용호동 용호로197번길 10 부근,"[35.1146264, 129.1115443]"
7521,용호2동 동명로132번길부근,"[35.1170006, 129.110672]"
7522,대연동 못골로 26 보건당약국앞(횡단보도),"[35.13550439999999, 129.0851419]"
7523,문현동 전포대로122번길 6 부근,"[35.1477706, 129.067193]"
7524,문현2동 문현교차로부근(안전지대),"[35.1364206, 129.0679768]"
7525,문현동 고동골로59번길 82 부근,"[35.1416266, 129.0691997]"
7526,대연동 용소로13번길 22 부근(교차로 모퉁이),"[35.1366173, 129.101792]"
7527,대연동 못골로12번길 엘리트학생복 부근,"[35.1350616, 129.0878973]"
7528,용호동 분포로 하이츠자이아파트 부근(곡각지),"[35.1298466, 129.1110979]"
7529,대연동 유엔평화로9번길 22 부근(횡단보도),"[35.1340613, 129.092996]"
7530,문현동 전포대로 72 부근(교각밑),"[35.1431726, 129.0670968]"
7531,용호동 176-41 LG메트로 212동 앞,"[35.1315495, 129.1107023]"
7532,용호동 신선로 566 GS하이츠 자이아파트 부근,"[35.1327553, 129.1109465]"
7533,대연동 유엔평화로10번길 아주부동산 부근,"[35.1340401, 129.0899391]"
7534,대연동 대연성당 부근,"[35.1347825, 129.0985851]"
7535,문현동 전포대로 BIFC 대로변 부근,"[35.1472297, 129.0657929]"
7536,대연동 수영로267번길 제일은행 부근,"[35.1352268, 129.0951965]"
7537,문현동 문현로 54 부근(인도),"[35.1431429, 129.0749438]"
7538,대연동 유엔평화로14번길 20 부근(곡각지),"[35.1338053, 129.0907959]"
7539,용호동 용주로6번길 16 부근,"[35.1123994, 129.1113068]"
7540,문현동 전포대로67번길 동천웰빙손칼국수 부근,"[35.1427129, 129.0657312]"
7541,용당동 신선대산복로 29 부근(횡단보도),"[35.1119505, 129.1034747]"
7542,감만동 우암로 58-1 부근(횡단보도),"[35.11576900000001, 129.0818902]"
7543,용당동 유엔평화로153번길 용당요양병원 부근(인도),"[35.1235465, 129.0991663]"
7544,대연동 수영로266 명동보세 부근,"[35.1318366, 129.1009842]"
7545,문현동 전포대로 삼성컨벤션힐 타워 부근(택시베이주차),"[35.1391981, 129.0677823]"
7546,우암동 장고개로 탑마트 부근,"[35.1354579, 129.0752268]"
7547,감만동 8부두로 8 부근,"[35.1188941, 129.0716435]"
7548,감만동 북항로 한진택배 부근(횡단보도),"[35.1332542, 129.0598943]"
7549,감만동 남광시장 앞 CCTV(소화전/횡단보도),"[35.1120502, 129.0809651]"
7550,감만동 우암로 동항초등학교 부근(곡각지),"[35.114729, 129.0826982]"
7551,문현동 수영로 지게골역 부근(횡단보도),"[35.135611, 129.074458]"
7552,문현2동 전포대로(안전지대),"[35.1422239, 129.0672816]"
7553,문현1동 모드모아가구부근(인도),"[35.1431662, 129.0771572]"
7554,용호동 이기대공원로 전망대 부근,"[35.1318453, 129.1211447]"
7555,문현동 수영로49번길 18-5 부근,"[35.1369477, 129.0738188]"
7556,문현동 장고개로63번길 15 부근,"[35.1308288, 129.0695669]"
7557,대연동 진남로46번길 39 부근,"[35.1399406, 129.0901414]"
7558,문현3동 조은의원 부근,"[35.1350597, 129.0697822]"
7559,용호동 용호로 105 부근(인도),"[35.1229646, 129.1126801]"
7560,대연동 용소로7번길 곱창고 부근(곡각지),"[35.1377937, 129.1024717]"
7561,대연동 신정번영로,"[35.1317274, 129.0785593]"
7562,대연동 유엔평화로38번길 3 부근,"[35.1314538, 129.0918683]"
7563,문현동 수영로49번길 문현BB골프클럽 부근,"[35.1375683, 129.0730558]"
7564,대연동 유엔로 82-1 부근,"[35.1285316, 129.0857378]"
7565,문현동 전포대로 122-1 부근(횡단보도),"[35.1477144, 129.0670244]"
7566,대연동 못골로 롯데캐슬아파트 부근,"[35.1363125, 129.0811875]"
7567,용당동 현대아이파크부근(횡단보도),"[35.1187566, 129.0990577]"
7568,대연동 수영로176번길 19 부근,"[35.1342124, 129.0865133]"
7569,용호동 동명로 160 부근(인도/횡단보도),"[35.1190313, 129.1142096]"
7570,우암동 장고개로 12 부근,"[35.1263244, 129.0712184]"
7571,대연경성대부경대역CCTV(곡각/자전거도로),"[35.1379815, 129.1008275]"
7572,대연동 수영로 332 부근(정류장),"[35.13805809999999, 129.1021494]"
7573,대연동 유엔로157번길 96 부근(횡단보도),"[35.1345322, 129.0933512]"
7574,대연동 수영로 296 부근(횡단보도),"[35.1364756, 129.0988285]"
7575,대연동 수영로 이영근사무소 부근(인도),"[35.134906, 129.0837384]"
7576,대연1동 덕산한의원 부근(인도/횡단보도),"[35.133088, 129.0876972]"
7577,대연동 못골로 대아타일 부근,"[35.1384765, 129.0901134]"
7578,대연동 황령대로319번가길 다이소 부근(직각),"[35.1520216, 129.0886991]"
7579,용호동 분포로 lg메트로유치원 부근,"[35.12683930000001, 129.1130562]"
7580,용호1동 GS하이츠자이아파트 부근(횡단보도),"[35.1327553, 129.1109465]"
7581,대연동 진남로 SK뷰아파트 부근(사선),"[35.1370179, 129.0943]"
7582,대연동 황령대로492번길 반도보라아파트 부근(횡단보도),"[35.1367268, 129.1060843]"
7583,용호동 용호로269번길 15 부근,"[35.1143962, 129.1091402]"
7584,용당동 신선로 스타벅스커피숍 부근(횡단보도),"[35.1231107, 129.0989952]"
7585,감만동 석포로 42 부근(횡단보도),"[35.1228896, 129.0855653]"
7586,대연동 수영로 334 부근(정류장),"[35.138647, 129.1024086]"
7587,대연동 황령대로 329 부근(횡단보도),"[35.1509374, 129.0947559]"
7588,문현동 전포대로 소리사 부근(변경차선주차),"[35.1443594, 129.0642591]"
7589,대연동 수영로346번길 지앤지부동산 부근,"[35.13821009999999, 129.1039631]"
7590,감만동 양지골로 유창그린 2차 부근,"[35.1153401, 129.0867534]"
7591,용호동 동명로132번길 38 부근,"[35.1155121, 129.115598]"
7592,우암동 우암로154번길 GS25 우암자유점 부근,"[35.12442, 129.0812056]"
7593,대연동 교보문고 앞 CCTV(소화전/횡단보도),"[35.13767, 129.1017052]"
7594,대연동 용소로8번길 14 부근,"[35.1364058, 129.0995716]"
7595,용호동 용호로 우리은행 메트로시티지점 부근,"[35.1261448, 129.1095843]"
7596,대연동 못골로 18-1 부근,"[35.1354349, 129.0843756]"
7597,문현동 우암로362번길 21 부근(횡단보도),"[35.1338899, 129.0682419]"
7598,대연동 유엔평화로 38 부근,"[35.12774890000001, 129.0956469]"
7599,감만동 우암로104번길 승미하이츠빌라 부근,"[35.1178675, 129.0823648]"
7600,대연동 못골로41번길 고봉민김밥 부근(정류장),"[35.1360907, 129.0872449]"
7601,대연동 수영로219번길 통영산곰장어 부근,"[35.1355509, 129.0910375]"
7602,대연동 용소로46번길 10-2 부근(교차로 모퉁이),"[35.1335122, 129.1004785]"
7603,대연동 용소로46번길 10-1 부근(교차로 모퉁이),"[35.1335122, 129.1004785]"
7604,대연동 광명집 앞 CCTV(곡각/횡단보도),"[35.1255556, 129.1008333]"
7605,감만동 양지골로 311 부근,"[35.1153706, 129.0859562]"
7606,대연동 수영로 324 부근(교차로모퉁이),"[35.1371965, 129.0853385]"
7607,남구 대연3동 부산지방경찰청제2기동대 부근,"[35.1347551, 129.1004736]"
7608,대연동 파크푸르지오CCTV(인도/정류장),"[35.1298105, 129.0913635]"
7609,감만동 부산은행 앞 CCTV(버스정류장),"[35.1161487, 129.0814498]"
7610,우암동 우암로 216 부근(인도),"[35.1263344, 129.0761011]"
7611,문현동 문현금융로 25 부근(횡단보도),"[35.1437463, 129.0649666]"
7612,용당동 신선로 333 부근,"[35.1156796, 129.0947558]"
7613,문현동 진남로 장터할매돼지국밥 부근,"[35.1432967, 129.077416]"
7614,용당동 신선로 MG새마을금고 용당점 부근,"[35.1154653, 129.0948327]"
7615,대연동 수영로250번가길 우리약국 부근(사선주차),"[35.1347074, 129.0965137]"
7616,대연동 용소로40번길 경동냉동수산 부근,"[35.133931, 129.0999012]"
7617,용당동 신선로 423 부근(횡단보도),"[35.1231425, 129.098904]"
7618,대연동 유엔평화로 31 부근(횡단보도),"[35.1321735, 129.0922247]"
7619,문현동 문현금융로 금융단지 부근(횡단보도),"[35.1472297, 129.0657929]"
7620,감만동 홍곡로 15 부근,"[35.115566, 129.081531]"
7621,대연동 용소로 7번길 커피스미스 부근,"[35.1370455, 129.1014851]"
7622,대연동 진남로30번길 10 부근,"[35.1376816, 129.092059]"
7623,대연동 진남로 82 부근(교차로모퉁이),"[35.1382871, 129.0863666]"
7624,대연동 수영로 309 경성대 동문입구(횡단보도위),"[35.1397716, 129.0984966]"
7625,대연동 유엔로157번길 78 부근(횡단보도),"[35.1336808, 129.093409]"
7626,문현동 지게골로 대림시티프라자 부근,"[35.1363929, 129.0704488]"
7627,대연동 황령대로319번가길 158-7 부근,"[35.1522247, 129.08778]"
7628,문현동 문현교차로CCTV(인도/횡단보도),"[35.136865, 129.0678657]"
7629,대연동 수영로 244 부근(교차로모퉁이),"[35.1349345, 129.0933193]"
7630,대연동 진남로127번길 우성통신 부근,"[35.1386887, 129.0804717]"
7631,문현동 전포대로91번길 23 부근,"[35.1443594, 129.0642591]"
7632,문현동 전포대로91번길 13 부근,"[35.1443594, 129.0642591]"
7633,용호동 분포로 145 W아파트 D동 GATE 부근(횡단보도),"[35.1295917, 129.11584]"
7634,문현동 전포대로 71 부근,"[35.1443594, 129.0642591]"
7635,문현동 지게골로 212 부근,"[35.1330604, 129.0780426]"
7636,대연동 수영로 벽산E쏘렌스힐 부근(인도),"[35.1371965, 129.0853385]"
7637,대연동 수영로 149 부근(인도),"[35.1348269, 129.0830157]"
7638,대연동 황령대로 504 부근(인도),"[35.13676210000001, 129.1082559]"
7639,감만동 신선로 GS칼텍스 부산물류센터 부근,"[35.1098963, 129.0853648]"
7640,문현동 고동골로 33 문현베스티움 부근(인도),"[35.1399863, 129.0709705]"
7641,문현동 전포대로 소리사 부근(인도),"[35.1466606, 129.065868]"
7642,문현동 전포대로110번길 6호부근,"[35.1464961, 129.067296]"
7643,문현동 진남로210번길 15 부근,"[35.1448867, 129.0772208]"
7644,용호3동 동명로169번길 부근,"[35.121005, 129.1128215]"
7645,용호동 용호로251번길 3 부근,"[35.1099402, 129.1126696]"
7646,대연동 수영로 360 부근(인도),"[35.1371965, 129.0853385]"
7647,문현동 문현로 37-3 부근(곡각/횡단보도),"[35.1425873, 129.0733563]"
7648,문현동 고동골로78번길 46 부근,"[35.1437952, 129.0740668]"
7649,용호동 용호로160번길 해락양꼬지 부근,"[35.1180357, 129.111018]"
7650,대연동 수영로219번길 30 부근,"[35.1355026, 129.0909008]"
7651,대연동 수영로219번길 복있는 부동산 부근,"[35.1367986, 129.0905402]"
7652,문현동 지게골로 별미용실 부근,"[35.1356357, 129.0696405]"
7653,용당동 신선로 양산철물 부근,"[35.1143952, 129.0952476]"
7654,대연동 용소로7번길 22 부근,"[35.1370455, 129.1014851]"
7655,대연동 용소로7번길 홍소족발 부근,"[35.1387091, 129.1049411]"
7656,대연동 용소로 8번길 경성식당 부근,"[35.13544419999999, 129.0974595]"
7657,대연동 수영로 대동레미안 부근,"[35.1316439, 129.0935579]"
7658,문현동 한양아파트부근(곡각지),"[35.1442253, 129.0728372]"
7659,대연동 용소로40번길 15 부근,"[35.1337668, 129.1000215]"
7660,대연동 유엔로 201 부근(교차로모퉁이),"[35.1303935, 129.0982838]"
7661,대연동 렌즈미 앞CCTV(횡단보도),"[35.1364043, 129.1002376]"
7662,대연동 유엔로120번길 재영마트 부근(곡각지),"[35.12965, 129.0896687]"
7663,문현2동 범5호교부근(곡각지),"[35.14142, 129.0645603]"
7664,우암동 동항로 53-6 부근,"[35.1273785, 129.0687274]"
7665,대연동 유엔로201번길 10 부근,"[35.1326761, 129.0982684]"
7666,대연동 수영로250번길 11-2 부근,"[35.135014, 129.0939052]"
7667,대연동 금빛코다리앞 CCT,"[35.1321961, 129.0918245]"
7668,대연동 수영로345번길 힐스테이트푸르지오아파트 부근,"[35.138647, 129.1024086]"
7669,대연동 유엔로157번길 4 부근(인도),"[35.1303837, 129.09349]"
7670,남구 문현2동 자유평화로 부근(횡단보도),"[35.1416853, 129.0655157]"
7671,문현동 전포대로 108 부근,"[35.1443594, 129.0642591]"
7672,용호동 분포로 115 부근(인도),"[35.1295917, 129.11584]"
7673,용호동 부산은행 부근(인도),"[35.1193535, 129.1121539]"
7674,대연동 수영로358번길 향나무집 부근,"[35.1381546, 129.1055063]"
7675,감만동 신선로 호성정비 부근(인도),"[35.110791, 129.0853792]"
7676,대연동 유엔평화로 10 부근,"[35.12774890000001, 129.0956469]"
7677,대연동 유엔평화로 13번길 4-9 부근,"[35.1335631, 129.0925636]"
7678,용호동 동명로 87 부근,"[35.1193475, 129.1068538]"
7679,대연동 유엔로157번길 7 부근(교차로모퉁이),"[35.1306438, 129.0932334]"
7680,대연3동 수영로293번길 부근(안전지대),"[35.138113, 129.0977173]"
7681,문현동 고동골로 19 부근(횡단보도),"[35.1387797, 129.0709273]"
7682,문현동 지게골로 12 부근,"[35.1349208, 129.0709765]"
7683,문현동 전포대로 금융타운부동산 부근,"[35.1428276, 129.0662958]"
7684,대연동 수영로266번길 99 부근,"[35.1330556, 129.1]"
7685,대연동 유엔평화로10번길 부산해물탕 부근,"[35.1343067, 129.0885348]"
7686,대연동 용소로8번길 대연성당후문 부근(곡각지),"[35.1347825, 129.0985851]"
7687,감만동 8부두로 13 부근,"[35.1183026, 129.0787785]"
7688,용호동 용호로 185 부근(인도),"[35.1157942, 129.1111872]"
7689,감만동 우암로70번길 22 부근,"[35.1171454, 129.0823093]"
7690,대연동 평화공원 앞 CCTV(곡각/횡단보도),"[35.1269223, 129.1008906]"
7691,문현동 지게골로 38 부근(횡단보도),"[35.1355393, 129.0700004]"
7692,문현1동 문현역 부근(인도),"[35.139125, 129.067386]"
7693,대연6동 동원로얄듀크 앞,"[35.1365321, 129.0864195]"
7694,용당동 유엔평화로 153-1 부근(인도/횡단보도),"[35.12270609999999, 129.0978317]"
7695,문현동 전포대로110번길 하늘소망교회 부근,"[35.1466213, 129.0681884]"
7696,대연동 수영로298번길 히트다히트 부근(곡각지),"[35.1356257, 129.0996187]"
