Unnamed: 0,cd_loc,latlong
370,대연동 황령대로492번길 대영온천 부근,"[35.1379197, 129.1068247]"
371,대연동 수영로 195-5 부근,"[35.1351691, 129.0878866]"
372,문현동 고동골로4번길 15-12 부근,"[35.1379672, 129.0720809]"
373,대연동 수영로 277 부근(인도),"[35.1360485, 129.0967237]"
374,문현동 전포대로 소리사 부근,"[35.1432109, 129.067076]"
375,문현동 전포대로 76 부근(인도),"[35.1443594, 129.0642591]"
376,대연동 석포로 126번길 문화마트 부근(곡각지),"[35.1279833, 129.0923486]"
377,대연동 유엔평화로41번가길 새경성부동산앞,"[35.132194, 129.0927054]"
378,대연동 못골로 남구청 주차장입구 부근,"[35.1365783, 129.0842468]"
379,대연동 수영로 190 부근(인도),"[35.1346345, 129.0873912]"
380,대연동 수영로 전자랜드 대연점 부근,"[35.135699, 129.097168]"
381,감만동 우암로70번길 25 부근(곡각지),"[35.1171236, 129.0823118]"
382,감만동 우암로 감만종합사회복지관 부근,"[35.1184716, 129.0813587]"
383,용호동 분포로 동서아이에스 W 아파트 부근(횡단보도),"[35.1295917, 129.11584]"
384,용당동 신선대산복로 현대아이파크 부근,"[35.1187566, 129.0990577]"
385,감만동 8부두로 명성공업사 부근,"[35.1171529, 129.0780162]"
386,문현동 베스티움@앞CCTV(인도),"[35.1397443, 129.0705649]"
387,대연3동 새마을금고부근,"[35.1348658, 129.0970852]"
388,대연동 수영로267번길 50 부근,"[35.1382806, 129.0951]"
389,대연동 진남로 116 부근(횡단보도),"[35.1384056, 129.0824936]"
390,감만동 양지골로 185 부근,"[35.1166684, 129.0857471]"
391,대연동 수영로249번길 베르디사우나 부근(곡각지),"[35.135699, 129.0935855]"
392,문현동 문현금융로,"[35.1437463, 129.0649666]"
393,우암동 우암로 고은약국 부근,"[35.1246167, 129.0785594]"
394,문현동 자유평화로60번길 64 부근,"[35.1386196, 129.066796]"
395,문현동 문현교차로 CCTV,"[35.1381881, 129.0602954]"
396,용호동 SK뷰@앞 인도CCTV(횡단보도),"[35.1155121, 129.115598]"
397,용호동 현대비치앞CCTV(곡각지),"[35.1262281, 129.1083344]"
398,용호동 성모약국앞CCTV(곡각지),"[35.1116204, 129.1111247]"
399,대연동 유엔평화로14번길 수헤어 부근,"[35.1346607, 129.0917027]"
400,대연동 수영로325번길 마로니에주차장입구 부근(횡단보도),"[35.143225, 129.0977168]"
401,문현2동 범5호교 부근,"[35.14142, 129.0645603]"
402,용호동 분포로 LG메트로시티 부근,"[35.1298466, 129.1110979]"
403,대연동 수영로325번길 푸르지오 부근,"[35.1390598, 129.1020569]"
404,대연동 수영로325번길 롯데캐슬 상가아파트 부근,"[35.1405339, 129.099889]"
405,대연동 황령대로492번길 반도보라아파트 부근,"[35.1367268, 129.1060843]"
406,대연동 진남로 대연SK아파트 부근(사선),"[35.1370179, 129.0943]"
407,대연동 못골로 소머리곰탕 부근,"[35.1356188, 129.086691]"
408,문현동 문현로 65-8 부근(곡각지),"[35.1438046, 129.0763582]"
409,대연동 수영로196번길 42 부근,"[35.1329319, 129.0880774]"
410,문현동 수영로(곡각지),"[35.079873, 129.0443865]"
411,대연동 유엔로169번길 한우랑 부근,"[35.1303386, 129.0948938]"
412,감만동 우암로 황궁쟁반짜장 부근(곡각지),"[35.1138346, 129.0815871]"
413,대연동 파크푸르지오CCTV(횡단보도),"[35.1298105, 129.0913635]"
414,대연동 유엔평화로10번길 이룸빌 부근(곡각지),"[35.1340401, 129.0899391]"
415,용호동 은하아파트부근,"[35.1088691, 129.1116679]"
416,용호동 성모약국 앞 CCTV(인도),"[35.1116204, 129.1111247]"
417,감만동 현대오일뱅크CCTV,"[35.110813, 129.083698]"
418,문현동 수영로13번길 16 부근,"[35.1376516, 129.0698503]"
419,대연동 황령대로319번가길 청구아파트 부근,"[35.1540914, 129.0892447]"
420,대연동 유엔평화로125번길 KCC글라스 부근,"[35.1249549, 129.096948]"
421,문현동 남동천로 BIFC 2단계 신축공사장 부근,"[35.1407749, 129.0654098]"
422,대연3동 새마을금고 부근,"[35.1348658, 129.0970852]"
423,용호동 분포우체국 부근(인도),"[35.1306016, 129.112057]"
424,대연동 유엔평화로17번길 쌍둥이돼지국밥 부근,"[35.1317717, 129.0924004]"
425,문현동 황령대로74번길 남부섬유 부근,"[35.1453085, 129.0676154]"
426,문현동 황령대로74번길 미래시티빌 부근,"[35.1460361, 129.0663506]"
427,용당동 신선로 313 부근,"[35.1141352, 129.09538]"
428,문현동 문현금융로 BIFC 부근,"[35.1472297, 129.0657929]"
429,대연동 못골번영로 상봉학원 부근,"[35.136778, 129.0888944]"
430,문현동 수영로13번길 다솜동물병원 부근,"[35.137308, 129.0693538]"
431,대연동 유엔평화로42번길 산성교회주차장 부근,"[35.1310188, 129.0915345]"
432,감만동 신선로 감만자동차매매단지 부근(안전지대),"[35.1095529, 129.0826875]"
433,대연4동 홍곡로부근(역주차),"[35.1342545, 129.0836698]"
434,용당동 유엔평화로153번길 1 부근(곡각지),"[35.123065, 129.0977082]"
435,대연동 수영로 성소병원 부근(곡각지),"[35.135009, 129.085745]"
436,대연동 유엔평화로4번길 동방의빛 부근,"[35.1343658, 129.0891258]"
437,용호동 동명로132번길 19 부근,"[35.1189087, 129.1111626]"
438,대연동 수영로219번길 싱싱약국 부근,"[35.135242, 129.090618]"
439,용호동 용호로197번길 용호2동 주민센터 부근,"[35.1148343, 129.1134427]"
440,감만동 석포로26번가길 14 부근,"[35.1216179, 129.0852412]"
441,대연1동 유엔평화로13번길부근,"[35.1328758, 129.091826]"
442,문현동 문현로 이디야커피 부산문현현대점 부근,"[35.14323, 129.0765043]"
443,감만동 8부두로 9 부근,"[35.1184898, 129.0793185]"
444,용당동 신선로329번길 그린마트 부근,"[35.1154926, 129.0945629]"
445,용호동 동명로170번길 송림어린이집 부근,"[35.1173404, 129.1154173]"
446,대연동 대천사거리CCTV,"[35.1330623, 129.0869138]"
447,대연6동 남구보건소부근,"[35.13604480000001, 129.0849818]"
448,대연동 수영로219번길 허균한의원 부근,"[35.1357267, 129.0903636]"
449,대연동 홍곡로 대우아파트 부근,"[35.1229226, 129.0887808]"
450,감만동 북항로 (구)동부터미널 부근(1차선주차),"[35.1087722, 129.0804289]"
451,용당동 신선로447번길 용당요양병원 뒤 부근,"[35.1235465, 129.0991663]"
452,감만 천지매매상사앞CCTV,"[35.1099717, 129.0823434]"
453,문현동 전포대로 새마을금고 부근(인도),"[35.1426487, 129.0652716]"
454,용호동 LG메트로시티 2단지부근,"[35.1321212, 129.114477]"
455,대연동 유엔평화로17번길 4 부근,"[35.126307, 129.100906]"
456,대연동 진남로46번길 대연5동주민센터 부근,"[35.1399531, 129.1038909]"
457,대연동 못골번영로 웰빙약국 부근(곡각지),"[35.13550439999999, 129.0852252]"
458,대연동 수영로,"[35.1371965, 129.0853385]"
459,대연경성대부경대역CCTV(정류장),"[35.1379815, 129.1008275]"
460,대연동 교보문고 앞 CCTV(횡단보도),"[35.13767, 129.1017052]"
461,대연동 용소로 11 CCTV,"[35.1364053, 129.1008225]"
462,대연동 용소로7번길 무쇠치킨 부근,"[35.1377761, 129.1028034]"
463,대연6동 새마을금고부근,"[35.1355713, 129.0852965]"
464,문현동 수영로49번길 .우리네약국 부근,"[35.1367053, 129.0726655]"
465,대연4동 명성빌라 부근,"[35.1223116, 129.0896418]"
466,대연동 수영로249번길 대동교회 부근,"[35.1357823, 129.0938786]"
467,대연동 수영로208번길 광진가스 부근,"[35.1347268, 129.0896415]"
468,대연동 용소로14번길 31 부근,"[35.1353611, 129.0990791]"
469,용호동 분포로 더블유 공사현장 부근(횡단보도),"[35.1295917, 129.11584]"
470,용호동 분포로 하이츠자이아파트 부근,"[35.1327553, 129.1109465]"
471,대연동 용소로7번길 영진돼지국밥 부근(곡각지),"[35.1381591, 129.1037928]"
472,용호동 솔밭공원부근CCTV(횡단보도),"[35.1155121, 129.115598]"
473,문현2동 OK카서비스 부근,"[35.1434366, 129.0784044]"
474,대연동 교보문고 앞 CCTV(커브길),"[35.13767, 129.1017052]"
475,문현동 수영로13번길 12 부근,"[35.1375681, 129.0697164]"
476,대연동 수영로219번길 롯데슈퍼 후문 부근,"[35.135924, 129.0910246]"
477,대연동 용소로7번길 10 부근,"[35.1385421, 129.1047258]"
478,용호동 오륙도로 85 부근(교차로 모퉁이),"[35.1027757, 129.1191918]"
479,문현동 지게골로 부산은행 부근,"[35.135057, 129.069801]"
480,문현동 지게골로 벽산기린 아파트 부근,"[35.1349208, 129.0709765]"
481,대연동 수영로293번길 세웅빌딩 부근,"[35.1369946, 129.0984624]"
482,대연3동 황령대로492번길부근(사선),"[35.1370376, 129.1054963]"
483,대연동 황령대로492번길 남천중학교 부근,"[35.1364491, 129.1052233]"
484,대연동 수영로219번길 하나투어 부근,"[35.1352058, 129.0905928]"
485,용당동 신선로 319 부근(횡단보도),"[35.1145729, 129.0951403]"
486,용당동 신선로 317-1 부근,"[35.1143952, 129.0952476]"
487,대연동 대천사거리CCTV(인도),"[35.1300887, 129.1014738]"
488,대연동 조각공원로 40 부근(인도),"[35.1306054, 129.1016584]"
489,문현1동 엑스퍼부근,"[35.143249, 129.07657]"
490,용호동 백운포로 시민여객종점 부근(횡단보도),"[35.1049598, 129.1118408]"
491,감만동 우암로104번길 오비맥주 부산물류센터 부근,"[35.1200062, 129.0819204]"
492,문현1동 고동골로부근,"[35.1381705, 129.0716986]"
493,문현동 수영로 문헌4동새마을금고 부근,"[35.1360318, 129.0695877]"
494,문현동 수영로39번길 새마을금고 부근,"[35.1371428, 129.0725041]"
495,대연동 수영로325번길 대연혁신 부근,"[35.1416391, 129.1011804]"
496,문현동 자성로 신우천막사 부근(안전지대),"[35.137165, 129.0668551]"
497,대연동 수영로325번길 175 부근(횡단보도),"[35.1453777, 129.0965394]"
498,대연동 수영로325번길 경성대27호관 부근,"[35.1397716, 129.0984966]"
499,문현동 우암로374번길 6 부근(이중주차),"[35.1349716, 129.0677239]"
500,문현1동 진남로부근,"[35.1460307, 129.0760313]"
501,감만동 현대@사거리CCTV(정류장),"[35.1122016, 129.0845592]"
502,감만동 현대@사거리CCTV(안전지대),"[35.1120502, 129.0809651]"
503,용호동 용호로216번길 쌍용예가 아파트 부근,"[35.1129687, 129.1096745]"
504,대연동 진남로18번길 대연초등학교 부근,"[35.1373593, 129.092003]"
505,대연동 진남로 부산세무고등학교 부근,"[35.1393452, 129.0854736]"
506,대연동 수영로293번길 경성대 상경대 후문 부근,"[35.1397716, 129.0984966]"
507,대연동 조각공원로 남구장애인복지관 부근,"[35.1292442, 129.0991878]"
508,문현동 수영로69번길 42 부근,"[35.1364939, 129.076612]"
509,대연동 용소로7번길 커피스미스(coffee smith) 부근,"[35.1370455, 129.1014851]"
510,문현동 수영로69번길 49 부근,"[35.1367777, 129.0768286]"
511,대연동 황령대로492번길 오이시 부근,"[35.1375334, 129.1057173]"
512,문현동 문현금융로 금융단지 부근,"[35.1445847, 129.0650883]"
513,문현동 문현역부근,"[35.139125, 129.067386]"
514,용호동 용호로198번길 이마트24편의점 부근(곡각지),"[35.1679081, 129.111146]"
515,대연동 유엔로96번길 26-4 부근,"[35.1280964, 129.0873339]"
516,용호동 동명로118번길 81 부근,"[35.1165101, 129.109694]"
517,대연동 용소로28번길 봉구비어 부근,"[35.134764, 129.0997152]"
518,용호1동 현대비치아파트 앞,"[35.1262281, 129.1083344]"
519,문현동 지게골로 아우르미카페 부근,"[35.1387366, 129.074673]"
520,문현동 남동천로 무지개다리 부근,"[35.142535, 129.064253]"
521,문현동 전포대로 데시앙아파트 부근(안전지대),"[35.1422239, 129.0672816]"
522,대연동 황령대로319번나길 엘림교회 부근,"[35.1516628, 129.0900314]"
523,문현동 고동골로 66 부근(인도),"[35.1428908, 129.0714541]"
524,대연동 천제등로 현대네비게이션 부근,"[35.1303267, 129.0899091]"
525,문현동 한양아파트부근,"[35.1442253, 129.0728372]"
526,문현1동 영아빌라부근,"[35.1435865, 129.0731705]"
527,문현동 고동골로78번길 한양아파트상가 부근,"[35.1442253, 129.0728372]"
528,감만동 254-66 부근(횡단보도),"[35.1091683, 129.0801565]"
529,문현동 문현초등학교 부근,"[35.1453363, 129.072865]"
530,문현동 메가마트 뒤 CCTV(곡각지),"[35.1442273, 129.0731356]"
531,문현동 수영로49번길 우리네약국 부근,"[35.1367053, 129.0726655]"
532,대연동 못골번영로 105 부근,"[35.1451545, 129.0868147]"
533,용호동 용주로 62-9 부근,"[35.1125699, 129.114827]"
534,감만동 8부두로 27-1 부근,"[35.1176001, 129.0780079]"
535,용호동 용호시장 앞 CCTV,"[35.1150231, 129.1126769]"
536,대연동 진남로 아주문구앞 부근,"[35.1383732, 129.082491]"
537,문현동 수영로13번길 6-5 부근,"[35.1374293, 129.0697179]"
538,대연동 유엔평화로13번길 42 부근,"[35.133748, 129.0943513]"
539,대연동 유엔평화로13번길 신앙촌상회 부근,"[35.1368164, 129.090542]"
540,용호동 LG메트로시티 2단지부근(횡단보도),"[35.1321212, 129.114477]"
541,문현2동 문현금융로부근,"[35.1472297, 129.0657929]"
542,감만동 양지골로 우진산업 부근,"[35.18853190000001, 129.0909888]"
543,대연1동 덕산한의원부근,"[35.133088, 129.0876972]"
544,용호1동 LG메트로시티1단지 부근,"[35.1264504, 129.1111492]"
545,감만동 북항로 감만시민부두 부근,"[35.1110634, 129.0697556]"
546,대연동 유엔평화로47번길 156 부근,"[35.1305264, 129.1007585]"
547,감만동 유니온스틸부근,"[35.1132907, 129.0722951]"
548,감만동 북항로 동원터미널(구.동부터미널) 부근,"[35.1083685, 129.0730604]"
549,감만동 북항로 동부터미널 부근(1차선주차),"[35.1087722, 129.0804289]"
550,감만동 북항로 (구)동부터미널 부근,"[35.1083685, 129.0730604]"
551,감만동 북항로 동부터미널 부근(안전지대),"[35.1087722, 129.0804289]"
552,대연동 유엔로120번가길 재영마트 부근(곡각/횡단보도),"[35.128483, 129.0869424]"
553,대연동 수영로 건강한약국 부근,"[35.1351331, 129.0880858]"
554,대연동 유엔로120번길 새마을금고 대연점 부근,"[35.1296441, 129.0905304]"
555,문현동 장고개로85번길 부산경영고등학교 부근,"[35.1311111, 129.0680556]"
556,문현동 우암로362번길 2 부근(횡단보도위),"[35.1340728, 129.0672282]"
557,대연동 광명집앞CCTV,"[35.1414268, 129.0932454]"
558,대연4동 새마을금고 부근,"[35.1296441, 129.0905304]"
559,대연동 못골로12번길 성소병원 부근,"[35.1353055, 129.0859396]"
560,문현동 경동리인정문CCTV(교차로모퉁이),"[35.5384138, 129.3147539]"
561,대연동 유엔로96번길 5 부근,"[35.1289771, 129.0871196]"
562,대연동 수영로334번길 햇살부동산 부근,"[35.1390446, 129.1020025]"
563,대연3동 거인고시텔부근,"[35.1340057, 129.0922656]"
564,대연동 석포로86번길 석포초등학교입구 부근,"[35.12645, 129.091336]"
565,대연동 수영로325번길 대연롯데캐슬 아파트 상가 부근,"[35.1405339, 129.099889]"
566,용호동 현대비치 앞 CCTV(소화전),"[35.1262281, 129.1083344]"
567,대연동 못골로41번길 13 부근(횡단보도),"[35.1365279, 129.0861369]"
568,대연동 수영로 혁신지구 부근,"[35.1397318, 129.1033138]"
569,대연동 천제등로 47 부근,"[35.1320119, 129.0898481]"
570,대연동 천제등로 포항물회 부근,"[35.1330718, 129.0874911]"
571,용호동 분포로 145 부근(횡단보도),"[35.1295917, 129.11584]"
572,용당동 신선로 금성상사 부근,"[35.1198346, 129.0973412]"
573,용호동 성모약국앞CCTV(인도),"[35.1116204, 129.1111247]"
574,용호동 용호사거리CCTV(횡단보도),"[35.1196179, 129.1120565]"
575,용호동 용호사거리CCTV(곡각지),"[35.1196179, 129.1120565]"
576,용호동 솔밭공원부근CCTV(인도),"[35.1155121, 129.115598]"
577,용호동 분포로 동서아이에스 W 입구 부근,"[35.1295917, 129.11584]"
578,대연동 홍곡로 대연파크푸르지오 부근,"[35.1214776, 129.0879274]"
579,대연동 못골로 문현곱창 부근,"[35.1362397, 129.0923252]"
580,대연동 용소로14번길 쌩통 호프 부근,"[35.1353281, 129.0992323]"
581,대연동 수영로(인도),"[35.1354327, 129.0926566]"
582,대연동 대천사거리1CCTV(인도),"[35.1300887, 129.1014738]"
583,용호동 신선로 부근,"[35.1327553, 129.1109465]"
584,대연동 진남로46번길 3 부근,"[35.1408385, 129.090357]"
585,용호동 솔밭공원주변CCTV(인도),"[35.1155121, 129.115598]"
586,용호동 솔밭공원주변CCTV,"[35.11992800000001, 129.108574]"
587,문현동 문현교차로 CCTV(안전지대),"[35.1850746, 129.1053979]"
588,용호4동 행정복지센터 부근(횡단보도),"[35.1132018, 129.1104452]"
